BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
SRIKAKULAM,Cereals,2013,9,4,"Paddy Dhan",SRIKAKULAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","MANCOZEB DITHANE M-45 INDOFIL M-45 MANJET  500-600 GRAMS  PER ACRE 31183134o309331463100314231163149 310531443109314231123149 M -45 30793074310531473115313531223149 M-45 3118313430743100314331033149  308630933120313430933137 500-600 30953149312031343118313731223137  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135 CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE   30933134312031493116314230743105310031353074 3116313431253135312831493103313531123149  31053143312031473128313431223149 30933134312031493116314230743105310031353074    308630933120313430933137 200 30953149312031343118313731223137 200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",18.2949,83.8939
PALAKONDA,Cereals,2013,9,19,"Paddy Dhan",SRIKAKULAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","rice sheath blight","HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE  3129314230933149312831343093314631123100314731223149  309331343074310331153149  307731123125313531223149    30863093312031343112313530933135 400 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",18.2949,83.8939
KOTTURU,Cereals,2013,9,25,"Paddy Dhan",SRIKAKULAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","SAF 3g lit water",18.2949,83.8939
TEKKALI,Cereals,2013,11,5,"Paddy Dhan",SRIKAKULAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight","applud300mlacre propiconazoe 2mlli",18.2949,83.8939
GAJAPATHINAGARAM,Cereals,2013,9,15,"Paddy Dhan",VIZIANAGARM,"Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","kittazin 200ml per acre",15.9241,80.1864
JIYYAMMAVALASA,Cereals,2013,9,28,"Paddy Dhan",VIZIANAGARM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE",15.9241,80.1864
GAJAPATHINAGARAM,Cereals,2013,9,28,"Paddy Dhan",VIZIANAGARM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying carbondysm 1gmltr           bavistin3093313431203149311631430310531343100313531183149 13095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",15.9241,80.1864
GAJAPATHINAGARAM,Cereals,2013,9,28,"Paddy Dhan",VIZIANAGARM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre3114314931203146311431353093314631123100314731223149 200311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",15.9241,80.1864
GARUGUBILLI,Cereals,2013,10,4,"Paddy Dhan",VIZIANAGARM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre3114314931203146311431353093314631123100314731223149 200311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",15.9241,80.1864
BHOGHAPURAM,Cereals,2013,11,28,"Paddy Dhan",VIZIANAGARM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.9241,80.1864
BHEEMUNIPATNAM,Cereals,2013,9,19,"Paddy Dhan",VISAKHAPATNAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying copar oxychloride 3grmsltr30933134311431203149 3078309331493128313630933149312231473120314431053149 3 3095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",17.6936,83.2921
DEVARAPALLE,Cereals,2013,10,3,"Paddy Dhan",VISAKHAPATNAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","kitazin 200ml per acre",17.6936,83.2921
MUNAGAPAKA,Cereals,2013,10,17,"Paddy Dhan",VISAKHAPATNAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight",hexaconazole2mlli,17.6936,83.2921
THALLAREVU,Cereals,2013,9,6,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE",16.9957,81.7154
KORUKONDA,Cereals,2013,9,11,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","PROPICONAZOLE TILT RADAR  200 ML PER ACRE",16.9957,81.7154
SAMALKOTA,Cereals,2013,9,14,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","rice sheath blight",propiconazole1mlli,16.9957,81.7154
GOKAVARAM,Cereals,2013,9,24,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE  3129314230933149312831343093314631123100314731223149  309331343074310331153149  307731123125313531223149    30863093312031343112313530933135 400 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",16.9957,81.7154
GANDEPALLE,Cereals,2013,9,25,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","kitazin 200ml per acre",16.9957,81.7154
GANDEPALLE,Cereals,2013,9,30,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight","propiconazole 1mlli trycyclazole 06gmli",16.9957,81.7154
PEDDAPURAM,Cereals,2013,10,19,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight","propiconazole 2mlli",16.9957,81.7154
"I POLAVARAM",Cereals,2013,10,22,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","hexaconzole 2mllit",16.9957,81.7154
JAGGAMPETA,Cereals,2013,11,1,"Paddy Dhan","EAST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","carbendazim 200gr per acre",16.9957,81.7154
ACHANTA,Cereals,2013,8,31,"Paddy Dhan","WEST GODAVARI","Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying hexaconozol 400mlacre",16.6443,81.5885
KAMAVARAPUKOTA,Cereals,2013,9,17,"Paddy Dhan","WEST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE",16.6443,81.5885
ACHANTA,Cereals,2013,9,18,"Paddy Dhan","WEST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE",16.6443,81.5885
NALLAJERLA,Cereals,2013,9,22,"Paddy Dhan","WEST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying carbondysm 1gmltr           bavistin3093313431203149311631430310531343100313531183149 13095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",16.6443,81.5885
MOGALTHUR,Cereals,2013,10,8,"Paddy Dhan","WEST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blightblast","propiconazole 1mllit",16.6443,81.5885
ELAMANCHILI,Cereals,2013,10,31,"Paddy Dhan","WEST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying hexaconazol 400mlacre",16.6443,81.5885
DENDULURU,Cereals,2013,11,11,"Paddy Dhan","WEST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","tilt 200 ml for acre",16.6443,81.5885
BHIMAVARAM,Cereals,2013,11,17,"Paddy Dhan","WEST GODAVARI",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray contaf plus 500mlacre",16.6443,81.5885
IBRAHIMPATNAM,Cereals,2013,7,25,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying hexaconozol 400mlacre",16.2128,81.0307
GUDIVADA,Cereals,2013,8,20,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying copar oxychloride 3grmsltr30933134311431203149 3078309331493128313630933149312231473120314431053149 3 3095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",16.2128,81.0307
VISSANNAPET,Cereals,2013,9,9,"Paddy Dhan",KRISHNA,"Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","kitazin 200ml per acre",16.2128,81.0307
MOVVA,Cereals,2013,9,11,"Paddy Dhan",KRISHNA,"Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray hexaconazole",16.2128,81.0307
REDDIGUDEM,Cereals,2013,9,14,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying hexaconozol 400mlacre3129314230933149312831343093314631123100314731223149 400311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",16.2128,81.0307
IBRAHIMPATNAM,Cereals,2013,9,15,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre3114314931203146311431353093314631123100314731223149 200311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",16.2128,81.0307
KANKIPADU,Cereals,2013,9,16,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying copar oxychloride 3grmsltr30933134311431203149 3078309331493128313630933149312231473120314431053149 3 3095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",16.2128,81.0307
PAMARRU,Cereals,2013,9,17,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","hexa conazole 2mllit",16.2128,81.0307
GHANTASALA,Cereals,2013,9,21,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying carbondysm 1gmltr           bavistin3093313431203149311631430310531343100313531183149 13095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",16.2128,81.0307
KALIDINDI,Cereals,2013,9,28,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE",16.2128,81.0307
GUDIVADA,Cereals,2013,10,2,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre3114314931203146311431353093314631123100314731223149 200311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",16.2128,81.0307
VISSANNAPET,Cereals,2013,10,2,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy   sheath blight","lilt 200mlac",16.2128,81.0307
GUDURU,Cereals,2013,10,20,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy rice sheath blight",propiconazole2mlli,16.2128,81.0307
AVANIGADDA,Cereals,2013,10,21,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","PROPICONAZOL 1MLLIT",16.2128,81.0307
TIRUVURU,Cereals,2013,10,28,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre3114314931203146311431353093314631123100314731223149 200311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",16.2128,81.0307
JAGGAYYAPETA,Cereals,2013,10,29,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight",propiconazole2mlli,16.2128,81.0307
MOVVA,Cereals,2013,11,4,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","contaf 400 ml for acre",16.2128,81.0307
PAMARRU,Cereals,2013,11,9,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blighth","spray contaf",16.2128,81.0307
NANDIGAMA,Cereals,2013,11,10,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray contaf 500mlacre",16.2128,81.0307
MOVVA,Cereals,2013,11,10,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","contaf 400 ml for acre",16.2128,81.0307
GKONDURU,Cereals,2013,11,11,"Paddy Dhan",KRISHNA,"Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","avatar 400gr per acre",16.2128,81.0307
GANNAVARAM,Cereals,2013,11,16,"Paddy Dhan",KRISHNA,nan,nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",16.2128,81.0307
DORNALA,Cereals,2013,9,8,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre",15.6643,79.4733
KONDAPI,Cereals,2013,10,19,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight",propiconazole2mlli,15.6643,79.4733
SINGARAYAKONDA,Cereals,2013,11,3,"Paddy Dhan",PRAKASAM,"Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","SPRAY HEXACONAZOLE",15.6643,79.4733
MADDIPADU,Cereals,2013,11,10,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.6643,79.4733
CHIRALA,Cereals,2013,11,12,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray tilt",15.6643,79.4733
CHINAGANJAM,Cereals,2013,11,14,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.6643,79.4733
"HANUMANTHUNI PADU",Cereals,2013,11,19,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray contaf plus",15.6643,79.4733
"SANTHANUTHALA PADU",Cereals,2013,11,20,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.6643,79.4733
TRIPURANTHAKAM,Cereals,2013,11,20,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","contaf 400 ml for acre",15.6643,79.4733
"HANUMANTHUNI PADU",Cereals,2013,11,22,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray contaf or avatar",15.6643,79.4733
MUNDLAMURU,Cereals,2013,12,2,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheaTH BLIGHT","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.6643,79.4733
"NAGULUPPALA PADU",Cereals,2013,12,4,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray contaf for sheath blight",15.6643,79.4733
BALLIKURAVA,Cereals,2013,12,28,"Paddy Dhan",PRAKASAM,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray contaf plus",15.6643,79.4733
KALIGIRI,Cereals,2013,7,9,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","tilt 200ml",14.4494,79.9874
CHEJERLA,Cereals,2013,7,9,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","bph sheath blight","aplad 300ml per acre contaf 400ml per acre",14.4494,79.9874
NELLORE,Cereals,2013,7,12,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray hexaconazole",14.4494,79.9874
KOTA,Cereals,2013,7,19,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","HEXACONAZOLE 2MLACRE",14.4494,79.9874
GUDUR,Cereals,2013,7,21,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","tilt 200ml per acre",14.4494,79.9874
NELLORE,Cereals,2013,7,26,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE",14.4494,79.9874
SYDAPURAM,Cereals,2013,8,20,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","tilt 200 mlac",14.4494,79.9874
ATMAKUR,Cereals,2013,9,4,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre3114314931203146311431353093314631123100314731223149 200311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",14.4494,79.9874
KALUVOYA,Cereals,2013,9,12,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre3114314931203146311431353093314631123100314731223149 200311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",14.4494,79.9874
ATMAKUR,Cereals,2013,10,8,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","PADDY SHEATH BLIGHT","PROPICONAZOLE 2MLLI",14.4494,79.9874
VARIKUNTAPADU,Cereals,2013,11,20,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",14.4494,79.9874
DAGADARTHI,Cereals,2013,12,19,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight",contaf,14.4494,79.9874
ANUMASAMUDRAMPETA,Cereals,2013,12,24,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray propiconozole  TILT ",14.4494,79.9874
ANUMASAMUDRAMPETA,Cereals,2013,12,28,"Paddy Dhan",NELLORE,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray contaf plus 500mlacre",14.4494,79.9874
ADONI,Cereals,2013,9,14,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spraying propikonozol 200mlacre",15.8309,78.0425
GADIVEMULA,Cereals,2013,10,5,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","rice sheath blight","spraying propikonozol 200mlacre",15.8309,78.0425
GUDUR,Cereals,2013,10,17,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying carbondysm 1gmltr3093313431203149311631430310531343100313531183149 13095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",15.8309,78.0425
GONEGANDLA,Cereals,2013,10,18,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight",propiconazole2mlili,15.8309,78.0425
NANDIKOTKUR,Cereals,2013,10,20,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","hexaconazole 400mlacer",15.8309,78.0425
GADIVEMULA,Cereals,2013,10,26,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","paddy sheath blight","propiconazole 2mlli",15.8309,78.0425
CBELAGAL,Cereals,2013,11,3,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","contaf 400 ml for acre",15.8309,78.0425
"BANDI ATMAKUR",Cereals,2013,11,6,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and other","tilt 400ML ACREand ulalla 75 gmaCRE",15.8309,78.0425
CBELAGAL,Cereals,2013,11,7,"Paddy Dhan",KURNOOL,"Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","PROPICONAZOL 1MLLIT",15.8309,78.0425
NANDYAL,Cereals,2013,11,8,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE   30933134312031493116314230743105310031353074 3116313431253135312831493103313531123149  31053143312031473128313431223149 30933134312031493116314230743105310031353074    308630933120313430933137 200 30953149312031343118313731223137 200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.8309,78.0425
CHAGALAMARRI,Cereals,2013,11,8,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","kantaf 400mlacr",15.8309,78.0425
KOILAKUNTLA,Cereals,2013,11,26,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE   30933134312031493116314230743105310031353074 3116313431253135312831493103313531123149  31053143312031473128313431223149 30933134312031493116314230743105310031353074    308630933120313430933137 200 30953149312031343118313731223137 200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.8309,78.0425
HOLAGUNDA,Cereals,2013,11,29,"Paddy Dhan",KURNOOL,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.8309,78.0425
ATMAKUR,Cereals,2013,8,17,"Paddy Dhan",ANANTPUR,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying hexaconozol 400mlacre3129314230933149312831343093314631123100314731223149 400311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",13.5747,78.5029
ATMAKUR,Cereals,2013,10,3,"Paddy Dhan",ANANTPUR,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",13.5747,78.5029
CHENNEKOTHAPALLE,Cereals,2013,11,27,"Paddy Dhan",ANANTPUR,nan,nan,AGRICULTURE,"ANDHRA PRADESH","SHEATH BLIGHT","CONTAF 400 ML FOR ACRE",13.5747,78.5029
PRODDATUR,Cereals,2013,7,10,"Paddy Dhan","Y S R ","Plant Protection",nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","spray propiconazole",15.9241,80.1864
MUDDANUR,Cereals,2013,11,13,"Paddy Dhan","Y S R ",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE  3129314230933149312831343093314631123100314731223149  309331343074310331153149  307731123125313531223149    30863093312031343112313530933135 400 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.9241,80.1864
"CHINTAKOMMA DINNE",Cereals,2013,11,15,"Paddy Dhan","Y S R ",nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight","PROPICONAZOLE TILT RADAR  200 ML PER ACRE  3114314931203146311431353093314631123100314731223149 310331353122314931033149 312031343105313431203149   30863093312031343112313530933135 200 30873074 308631223149  200 3122313631033120314931223137 311231363103313531223147 30933122313531143135 31143135309831343093313431203135 309831433119313431223135",15.9241,80.1864
CHENNUR,Cereals,2013,11,16,"Paddy Dhan","Y S R ",nan,nan,AGRICULTURE,"ANDHRA PRADESH","stem borer leaf folder sheath blight","keldan 300gramacre chloropyriphos 500mlacre tilt",15.9241,80.1864
NAGALAPURAM,Cereals,2013,5,19,"Paddy Dhan",CHITTOOR,nan,nan,AGRICULTURE,"ANDHRA PRADESH","ctrl of sheath blight","spray hexaconazole2mllit",13.2026,79.0032
CHANDRAGIRI,Cereals,2013,8,17,"Paddy Dhan",CHITTOOR,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying hexaconozol 400mlacre3129314230933149312831343093314631123100314731223149 400311831363122313630863093312031343112313530933135 31143135309831353093313431203136 309831433119313431223135",13.2026,79.0032
SOMALA,Cereals,2013,8,29,"Paddy Dhan",CHITTOOR,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying carbondysm 1gmltr           bavistin3093313431203149311631430310531343100313531183149 13095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",13.2026,79.0032
CHANDRAGIRI,Cereals,2013,9,24,"Paddy Dhan",CHITTOOR,nan,nan,AGRICULTURE,"ANDHRA PRADESH","sheath blight and rots","spraying copar oxychloride 3grmsltr30933134311431203149 3078309331493128313630933149312231473120314431053149 3 3095314931203134311831373122313731223136 311231363103313531223147 31143135309831353093313431203136 309831433119313431223135",13.2026,79.0032
